"Taxon","Quadrat","Abundance","SiteHeightYear"
"BARE ROCK / SUBSTRATE (%)","6","8","North Beach MID 2017"
"Cladophora columbiana","6","0.5","North Beach MID 2017"
"Corallina vancouveriensis","6","1","North Beach MID 2017"
"Endocladia muricata","6","0.5","North Beach MID 2017"
"Fucus distichus","6","9","North Beach MID 2017"
"Halosaccion glandiforme","6","0.5","North Beach MID 2017"
"Hildenbrandia rubra (thin)","6","2","North Beach MID 2017"
"Mazzaella oregona","6","0.5","North Beach MID 2017"
"Petrocelis","6","29","North Beach MID 2017"
"Pterosiphonia bipinnata","6","1","North Beach MID 2017"
"Pyropia fallax","6","1","North Beach MID 2017"
"Wildmania norrisii","6","1","North Beach MID 2017"
"Mytillus sp. (%)","6","27","North Beach MID 2017"
"Barnacle sp. (%)","6","26","North Beach MID 2017"
"Anemone (%)","6","1","North Beach MID 2017"
"Limpets (#)","6","LOB","North Beach MID 2017"
"Littorine snails (#)","6","present","North Beach MID 2017"
"Pisaster","6","1","North Beach MID 2017"
"BARE ROCK / SUBSTRATE (%)","7","5","North Beach MID 2017"
"Acrosiphonia arcta","7","trace","North Beach MID 2017"
"Corallina vancouveriensis","7","trace","North Beach MID 2017"
"Endocladia muricata","7","1","North Beach MID 2017"
"Fucus distichus","7","7","North Beach MID 2017"
"Hildenbrandia occidentalis (thick)","7","14","North Beach MID 2017"
"Leathesia marina","7","trace","North Beach MID 2017"
"Petrocelis","7","3","North Beach MID 2017"
"Polysiphonia hendryi var. garderi","7","11","North Beach MID 2017"
"Pyropia abbottiae","7","3.5","North Beach MID 2017"
"Mytillus sp. (%)","7","45","North Beach MID 2017"
"Barnacle sp. (%)","7","24","North Beach MID 2017"
"Anemone (%)","7","7","North Beach MID 2017"
"BARE ROCK / SUBSTRATE (%)","8","13","North Beach MID 2017"
"CORALLINE (%)","8","3","North Beach MID 2017"
"Endocladia muricata","8","1","North Beach MID 2017"
"Fucus distichus","8","21","North Beach MID 2017"
"Gloiopeltis furcata (including base only)","8","0.5","North Beach MID 2017"
"Hildenbrandia occidentalis (thick)","8","1","North Beach MID 2017"
"Hildenbrandia rubra (thin)","8","1","North Beach MID 2017"
"Petrocelis","8","9","North Beach MID 2017"
"Pterosiphonia bipinnata","8","5","North Beach MID 2017"
"Pyropia fallax","8","4","North Beach MID 2017"
"Spongites tumidum","8","3","North Beach MID 2017"
"Ulva lactuca","8","0.5","North Beach MID 2017"
"Mytillus sp. (%)","8","25","North Beach MID 2017"
"Barnacle sp. (%)","8","30","North Beach MID 2017"
"Anemone (%)","8","4","North Beach MID 2017"
"Limpets (#)","8","LOB + 10","North Beach MID 2017"
"Littorine snails (#)","8","present","North Beach MID 2017"
"Pisaster","8","1","North Beach MID 2017"
"BARE ROCK / SUBSTRATE (%)","9","2","North Beach MID 2017"
"Bossiella frondifera","9","Trace","North Beach MID 2017"
"Corallina vancouveriensis","9","2","North Beach MID 2017"
"Fucus distichus","9","7","North Beach MID 2017"
"Hildenbrandia rubra (thin)","9","5","North Beach MID 2017"
"Polysiphonia hendryi var. hendryi","9","Trace","North Beach MID 2017"
"Pterosiphonia bipinnata","9","Trace","North Beach MID 2017"
"Mytillus sp. (%)","9","68","North Beach MID 2017"
"Barnacle sp. (%)","9","33","North Beach MID 2017"
"Anemone (%)","9","4","North Beach MID 2017"
"BARE ROCK / SUBSTRATE (%)","10","6","North Beach MID 2017"
"Acrosiphonia arcta","10","1","North Beach MID 2017"
"Blidingia minima","10","4","North Beach MID 2017"
"Bossiella frondifera","10","0.5","North Beach MID 2017"
"Corallina vancouveriensis","10","6","North Beach MID 2017"
"Endocladia muricata","10","0.5","North Beach MID 2017"
"Fucus distichus","10","1","North Beach MID 2017"
"Hildenbrandia rubra (thin)","10","9","North Beach MID 2017"
"Petrocelis","10","41","North Beach MID 2017"
"Peyssonnelia sp.","10","4","North Beach MID 2017"
"Prionitis sternbergii","10","1","North Beach MID 2017"
"Pyropia abbottiae","10","2","North Beach MID 2017"
"Spongites tumidum","10","trace","North Beach MID 2017"
"Wildmania norrisii","10","2","North Beach MID 2017"
"Barnacle sp. (%)","10","15","North Beach MID 2017"
"Anemone (%)","10","19","North Beach MID 2017"
"BARE ROCK / SUBSTRATE (%)","1","6","North Beach HIGH 2017"
"Erythrotrichia carnea","1","3","North Beach HIGH 2017"
"Hildenbrandia occidentalis (thick)","1","9","North Beach HIGH 2017"
"Petrocelis","1","6","North Beach HIGH 2017"
"Pyropia abbottiae","1","1","North Beach HIGH 2017"
"Mytillus sp. (%)","1","1","North Beach HIGH 2017"
"Barnacle sp. (%)","1","90","North Beach HIGH 2017"
"Anemone (%)","1","3","North Beach HIGH 2017"
"BARE ROCK / SUBSTRATE (%)","2","1","North Beach HIGH 2017"
"Acrosiphonia arcta","2","Trace","North Beach HIGH 2017"
"Bossiella frondescens","2","Trace","North Beach HIGH 2017"
"Corallina vancouveriensis","2","1","North Beach HIGH 2017"
"Endocladia muricata","2","1","North Beach HIGH 2017"
"Fucus distichus","2","1","North Beach HIGH 2017"
"Gloiopeltis furcata (including base only)","2","Trace","North Beach HIGH 2017"
"Hildenbrandia occidentalis (thick)","2","8","North Beach HIGH 2017"
"Hildenbrandia rubra (thin)","2","1","North Beach HIGH 2017"
"Petrocelis","2","1","North Beach HIGH 2017"
"Pterosiphonia bipinnata","2","5","North Beach HIGH 2017"
"Mytillus sp. (%)","2","79","North Beach HIGH 2017"
"BARE ROCK / SUBSTRATE (%)","3","18","North Beach HIGH 2017"
"Cladophora columbiana","3","0.5","North Beach HIGH 2017"
"Fucus distichus","3","0.5","North Beach HIGH 2017"
"Gloiopeltis furcata (including base only)","3","2","North Beach HIGH 2017"
"Hildenbrandia rubra (thin)","3","18","North Beach HIGH 2017"
"Petrocelis","3","2","North Beach HIGH 2017"
"Pterosiphonia bipinnata","3","1","North Beach HIGH 2017"
"Pyropia abbottiae","3","0.5","North Beach HIGH 2017"
"Wildmania norrisii","3","0.5","North Beach HIGH 2017"
"Mytillus sp. (%)","3","2","North Beach HIGH 2017"
"Barnacle sp. (%)","3","44","North Beach HIGH 2017"
"Anemone (%)","3","6","North Beach HIGH 2017"
"Limpets (#)","3","3","North Beach HIGH 2017"
"Littorine snails (#)","3","present","North Beach HIGH 2017"
"Katharina (#)","3","1","North Beach HIGH 2017"
"Nucella","3","1","North Beach HIGH 2017"
"BARE ROCK / SUBSTRATE (%)","4","44","North Beach HIGH 2017"
"CORALLINE (%)","4","1","North Beach HIGH 2017"
"Acrosiphonia arcta","4","Trace","North Beach HIGH 2017"
"Fucus distichus","4","8","North Beach HIGH 2017"
"Gloiopeltis furcata (including base only)","4","1","North Beach HIGH 2017"
"Hildenbrandia occidentalis (thick)","4","12","North Beach HIGH 2017"
"Petrocelis","4","13","North Beach HIGH 2017"
"Pyropia fallax","4","2","North Beach HIGH 2017"
"Spongites tumidum","4","1","North Beach HIGH 2017"
"Mytillus sp. (%)","4","2","North Beach HIGH 2017"
"Barnacle sp. (%)","4","30","North Beach HIGH 2017"
"Anemone (%)","4","1","North Beach HIGH 2017"
"BARE ROCK / SUBSTRATE (%)","5","5","North Beach HIGH 2017"
"Fucus distichus","5","4","North Beach HIGH 2017"
"Gloiopeltis furcata (including base only)","5","0.5","North Beach HIGH 2017"
"Hildenbrandia occidentalis (thick)","5","11","North Beach HIGH 2017"
"Petrocelis","5","1","North Beach HIGH 2017"
"Pyropia fallax","5","0.5","North Beach HIGH 2017"
"Mytillus sp. (%)","5","6","North Beach HIGH 2017"
"Barnacle sp. (%)","5","80","North Beach HIGH 2017"
"BARE ROCK / SUBSTRATE (%)","6","2","North Beach HIGH 2017"
"Acrosiphonia arcta","6","1","North Beach HIGH 2017"
"Cryptosiphonia woodii","6","0.5","North Beach HIGH 2017"
"Endocladia muricata","6","Trace","North Beach HIGH 2017"
"Fucus distichus","6","13","North Beach HIGH 2017"
"Gloiopeltis furcata (including base only)","6","Trace","North Beach HIGH 2017"
"Hildenbrandia occidentalis (thick)","6","32","North Beach HIGH 2017"
"Petrocelis","6","1","North Beach HIGH 2017"
"Pterosiphonia bipinnata","6","1","North Beach HIGH 2017"
"Pyropia abbottiae","6","15","North Beach HIGH 2017"
"Spongites tumidum","6","14","North Beach HIGH 2017"
"Wildmania norrisii","6","11","North Beach HIGH 2017"
"Barnacle sp. (%)","6","10","North Beach HIGH 2017"
"BARE ROCK / SUBSTRATE (%)","7","9","North Beach HIGH 2017"
"Erythrotrichia carnea","7","94","North Beach HIGH 2017"
"Hildenbrandia rubra (thin)","7","1","North Beach HIGH 2017"
"Petrocelis","7","11","North Beach HIGH 2017"
"Mytillus sp. (%)","7","20","North Beach HIGH 2017"
"Barnacle sp. (%)","7","60","North Beach HIGH 2017"
"BARE ROCK / SUBSTRATE (%)","8","1","North Beach HIGH 2017"
"Erythrotrichia carnea","8","99","North Beach HIGH 2017"
"Halosaccion glandiforme","8","0.5","North Beach HIGH 2017"
"Hildenbrandia occidentalis (thick)","8","2","North Beach HIGH 2017"
"Hildenbrandia rubra (thin)","8","2","North Beach HIGH 2017"
"Petrocelis","8","94","North Beach HIGH 2017"
"Pyropia fallax","8","3","North Beach HIGH 2017"
"Barnacle sp. (%)","8","1","North Beach HIGH 2017"
"BARE ROCK / SUBSTRATE (%)","9","10","North Beach HIGH 2017"
"CORALLINE (%)","9","3","North Beach HIGH 2017"
"Cladophora columbiana","9","1","North Beach HIGH 2017"
"Endocladia muricata","9","2","North Beach HIGH 2017"
"Fucus distichus","9","88","North Beach HIGH 2017"
"Hildenbrandia rubra (thin)","9","10","North Beach HIGH 2017"
"Mastocarpus alaskensis","9","3","North Beach HIGH 2017"
"Petrocelis","9","50","North Beach HIGH 2017"
"Pyropia abbottiae","9","3","North Beach HIGH 2017"
"Pyropia fallax","9","2","North Beach HIGH 2017"
"Spongites tumidum","9","3","North Beach HIGH 2017"
"Ulva lactuca","9","0.5","North Beach HIGH 2017"
"Mytillus sp. (%)","9","0.5","North Beach HIGH 2017"
"Barnacle sp. (%)","9","5","North Beach HIGH 2017"
"Anemone (%)","9","2","North Beach HIGH 2017"
"Limpets (#)","9","4","North Beach HIGH 2017"
"Littorine snails (#)","9","present","North Beach HIGH 2017"
"Pisaster","9","1","North Beach HIGH 2017"
"BARE ROCK / SUBSTRATE (%)","10","0.5","North Beach HIGH 2017"
"Endocladia muricata","10","0.5","North Beach HIGH 2017"
"Erythrotrichia carnea","10","39","North Beach HIGH 2017"
"Mastocarpus alaskensis","10","3","North Beach HIGH 2017"
"Petrocelis","10","89.5","North Beach HIGH 2017"
"Pyropia fallax","10","1","North Beach HIGH 2017"
"Pyropia perforata","10","trace","North Beach HIGH 2017"
"Ulva lactuca","10","0.5","North Beach HIGH 2017"
"Barnacle sp. (%)","10","10","North Beach HIGH 2017"
"BARE ROCK / SUBSTRATE (%)","1","13","Maey Channel LOW 2017"
"CORALLINE (%)","1","2","Maey Channel LOW 2017"
"Acrosiphonia sp.","1","0.5","Maey Channel LOW 2017"
"Ceramium pacificum","1","3","Maey Channel LOW 2017"
"Colpomenia peregrina","1","0.5","Maey Channel LOW 2017"
"Coralline crust, unknown","1","2","Maey Channel LOW 2017"
"Halosaccion glandiforme","1","2","Maey Channel LOW 2017"
"Hildenbrandia occidentalis (thick)","1","10","Maey Channel LOW 2017"
"Hollenbergia subulata","1","2","Maey Channel LOW 2017"
"Leathesia marina","1","0.5","Maey Channel LOW 2017"
"Lomentaria hakodatensis","1","3","Maey Channel LOW 2017"
"Mastocarpus latissimus","1","0.5","Maey Channel LOW 2017"
"Neorhodomela aculeata","1","6","Maey Channel LOW 2017"
"Palmaria mollis","1","0.5","Maey Channel LOW 2017"
"Saccharina latissima","1","9","Maey Channel LOW 2017"
"Sargassum muticum","1","5","Maey Channel LOW 2017"
"Ulva lactuca","1","25","Maey Channel LOW 2017"
"Unidentified turf (scuz, etc.)","1","14","Maey Channel LOW 2017"
"Barnacle sp. (%)","1","1","Maey Channel LOW 2017"
"Clam shell, dead (%)","1","6","Maey Channel LOW 2017"
"Pisaster or similar sea star","1","1","Maey Channel LOW 2017"
"BARE ROCK / SUBSTRATE (%)","2","2","Maey Channel LOW 2017"
"CORALLINE (%)","2","4","Maey Channel LOW 2017"
"Blidingia minima","2","trace","Maey Channel LOW 2017"
"Ceramium pacificum","2","4","Maey Channel LOW 2017"
"Fucus distichus","2","0.5","Maey Channel LOW 2017"
"Halosaccion glandiforme","2","1","Maey Channel LOW 2017"
"Hildenbrandia rubra (thin)","2","15","Maey Channel LOW 2017"
"Hollenbergia subulata","2","11","Maey Channel LOW 2017"
"Macrocystis pyrifera","2","45","Maey Channel LOW 2017"
"Neorhodomela aculeata","2","18","Maey Channel LOW 2017"
"Palmaria mollis","2","0.5","Maey Channel LOW 2017"
"Pseudolithophyllum whidbeyense","2","4","Maey Channel LOW 2017"
"Ulva lactuca","2","27","Maey Channel LOW 2017"
"Barnacle sp. (%)","2","2","Maey Channel LOW 2017"
"Clam shell, dead (%)","2","2","Maey Channel LOW 2017"
"Pycnopodia","2","2","Maey Channel LOW 2017"
"crabs","2","1","Maey Channel LOW 2017"
"BARE ROCK / SUBSTRATE (%)","3","12","Maey Channel LOW 2017"
"Ceramium pacificum","3","0.5","Maey Channel LOW 2017"
"Colpomenia peregrina","3","0.5","Maey Channel LOW 2017"
"Halosaccion glandiforme","3","2","Maey Channel LOW 2017"
"Hildenbrandia occidentalis (thick)","3","15","Maey Channel LOW 2017"
"Hollenbergia subulata","3","3","Maey Channel LOW 2017"
"Leathesia marina","3","0.5","Maey Channel LOW 2017"
"Lomentaria hakodatensis","3","0.5","Maey Channel LOW 2017"
"Mastocarpus latissimus","3","2","Maey Channel LOW 2017"
"Neorhodomela aculeata","3","6","Maey Channel LOW 2017"
"Palmaria mollis","3","0.5","Maey Channel LOW 2017"
"Punctaria sp.","3","6","Maey Channel LOW 2017"
"Saccharina latissima","3","0.5","Maey Channel LOW 2017"
"Sargassum muticum","3","15","Maey Channel LOW 2017"
"Ulva lactuca","3","36","Maey Channel LOW 2017"
"Unidentified turf (scuz, etc.)","3","6","Maey Channel LOW 2017"
"Barnacle sp. (%)","3","0.5","Maey Channel LOW 2017"
"Clam shell, dead (%)","3","2","Maey Channel LOW 2017"
"crabs","3","1","Maey Channel LOW 2017"
"BARE ROCK / SUBSTRATE (%)","4","2","Maey Channel LOW 2017"
"CORALLINE (%)","4","2","Maey Channel LOW 2017"
"Acrosiphonia arcta","4","0.5","Maey Channel LOW 2017"
"Bossiella frondescens","4","trace","Maey Channel LOW 2017"
"Ceramium pacificum","4","2","Maey Channel LOW 2017"
"Constantinea subulifera","4","0.5","Maey Channel LOW 2017"
"Halosaccion glandiforme","4","3.5","Maey Channel LOW 2017"
"Hildenbrandia occidentalis (thick)","4","3","Maey Channel LOW 2017"
"Hildenbrandia rubra (thin)","4","1","Maey Channel LOW 2017"
"Hollenbergia subulata","4","5","Maey Channel LOW 2017"
"Leathesia marina","4","trace","Maey Channel LOW 2017"
"Macrocystis pyrifera","4","13","Maey Channel LOW 2017"
"Mastocarpus agardhii","4","3","Maey Channel LOW 2017"
"Neorhodomela aculeata","4","64","Maey Channel LOW 2017"
"Petrocelis","4","1.5","Maey Channel LOW 2017"
"Polysiphonia paniculata","4","1","Maey Channel LOW 2017"
"Pseudolithophyllum whidbeyense","4","1","Maey Channel LOW 2017"
"Pyropia fallax","4","trace","Maey Channel LOW 2017"
"Saccharina groenlandica","4","29","Maey Channel LOW 2017"
"Sargassum muticum","4","2","Maey Channel LOW 2017"
"Sphacelaria rigidula","4","trace","Maey Channel LOW 2017"
"Ulva lactuca","4","3","Maey Channel LOW 2017"
"Clam shell, dead (%)","4","1","Maey Channel LOW 2017"
"BARE ROCK / SUBSTRATE (%)","5","9","Maey Channel LOW 2017"
"CORALLINE (%)","5","1","Maey Channel LOW 2017"
"Ceramium pacificum","5","3","Maey Channel LOW 2017"
"Colpomenia peregrina","5","0.5","Maey Channel LOW 2017"
"Constantinea subulifera","5","1","Maey Channel LOW 2017"
"Fucus distichus","5","trace","Maey Channel LOW 2017"
"Gelidium sp.","5","7","Maey Channel LOW 2017"
"Halosaccion glandiforme","5","3","Maey Channel LOW 2017"
"Hildenbrandia rubra (thin)","5","10","Maey Channel LOW 2017"
"Hollenbergia subulata","5","1","Maey Channel LOW 2017"
"Leathesia marina","5","0.5","Maey Channel LOW 2017"
"Lithophyllum sp.2","5","2","Maey Channel LOW 2017"
"Neorhodomela aculeata","5","20","Maey Channel LOW 2017"
"Pseudolithophyllum whidbeyense","5","1","Maey Channel LOW 2017"
"Pterosiphonia gracilis","5","0.5","Maey Channel LOW 2017"
"Ralfsia sp.","5","1.5","Maey Channel LOW 2017"
"Saccharina latissima","5","36","Maey Channel LOW 2017"
"Sargassum muticum","5","27","Maey Channel LOW 2017"
"Ulva lactuca","5","29","Maey Channel LOW 2017"
"Barnacle sp. (%)","5","1","Maey Channel LOW 2017"
"Anemone (%)","5","1","Maey Channel LOW 2017"
"Clam shell, dead (%)","5","trace","Maey Channel LOW 2017"
"Katharina (#)","5","2","Maey Channel LOW 2017"
"crabs","5","1","Maey Channel LOW 2017"
"BARE ROCK / SUBSTRATE (%)","6","13","Maey Channel LOW 2017"
"CORALLINE (%)","6","2","Maey Channel LOW 2017"
"Ceramium pacificum","6","1","Maey Channel LOW 2017"
"Colpomenia peregrina","6","0.5","Maey Channel LOW 2017"
"Coralline crust, unknown","6","2","Maey Channel LOW 2017"
"Halosaccion glandiforme","6","2","Maey Channel LOW 2017"
"Hildenbrandia occidentalis (thick)","6","3","Maey Channel LOW 2017"
"Hildenbrandia rubra (thin)","6","1","Maey Channel LOW 2017"
"Leathesia marina","6","0.5","Maey Channel LOW 2017"
"Mastocarpus latissimus","6","0.5","Maey Channel LOW 2017"
"Neorhodomela aculeata","6","35","Maey Channel LOW 2017"
"Palmaria mollis","6","0.5","Maey Channel LOW 2017"
"Sargassum muticum","6","92","Maey Channel LOW 2017"
"Ulva lactuca","6","16","Maey Channel LOW 2017"
"Unidentified turf (scuz, etc.)","6","7","Maey Channel LOW 2017"
"Barnacle sp. (%)","6","2","Maey Channel LOW 2017"
"Clam shell, dead (%)","6","4","Maey Channel LOW 2017"
"crabs","6","1","Maey Channel LOW 2017"
"BARE ROCK / SUBSTRATE (%)","7","8","Maey Channel LOW 2017"
"CORALLINE (%)","7","4","Maey Channel LOW 2017"
"Ceramium pacificum","7","trace","Maey Channel LOW 2017"
"Constantinea subulifera","7","7","Maey Channel LOW 2017"
"Fucus distichus","7","1","Maey Channel LOW 2017"
"Halosaccion glandiforme","7","1","Maey Channel LOW 2017"
"Hildenbrandia rubra (thin)","7","8","Maey Channel LOW 2017"
"Leathesia marina","7","trace","Maey Channel LOW 2017"
"Lomentaria hakodatensis","7","5","Maey Channel LOW 2017"
"Neorhodomela aculeata","7","47","Maey Channel LOW 2017"
"Pseudolithophyllum whidbeyense","7","3","Maey Channel LOW 2017"
"Ralfsia sp.","7","trace","Maey Channel LOW 2017"
"Ulva lactuca","7","9","Maey Channel LOW 2017"
"Ulva prolifera","7","1","Maey Channel LOW 2017"
"Barnacle sp. (%)","7","trace","Maey Channel LOW 2017"
"Clam shell, dead (%)","7","1","Maey Channel LOW 2017"
"crabs","7","1","Maey Channel LOW 2017"
"BARE ROCK / SUBSTRATE (%)","8","2","Maey Channel LOW 2017"
"CORALLINE (%)","8","6","Maey Channel LOW 2017"
"Acrosiphonia sp.","8","1","Maey Channel LOW 2017"
"Bossiella frondescens","8","3","Maey Channel LOW 2017"
"Ceramium pacificum","8","3","Maey Channel LOW 2017"
"Colpomenia peregrina","8","1","Maey Channel LOW 2017"
"Halosaccion glandiforme","8","2","Maey Channel LOW 2017"
"Hildenbrandia occidentalis (thick)","8","7","Maey Channel LOW 2017"
"Hildenbrandia rubra (thin)","8","1","Maey Channel LOW 2017"
"Hollenbergia subulata","8","0.5","Maey Channel LOW 2017"
"Leathesia marina","8","trace","Maey Channel LOW 2017"
"Lithophyllum sp.2","8","trace","Maey Channel LOW 2017"
"Lithothamnion phymatodeum","8","1","Maey Channel LOW 2017"
"Lomentaria hakodatensis","8","4","Maey Channel LOW 2017"
"Neorhodomela aculeata","8","21","Maey Channel LOW 2017"
"Petrocelis","8","trace","Maey Channel LOW 2017"
"Pseudolithophyllum whidbeyense","8","2","Maey Channel LOW 2017"
"Sargassum muticum","8","33","Maey Channel LOW 2017"
"Scytosiphon dotyi","8","trace","Maey Channel LOW 2017"
"Sphacelaria rigidula","8","0.5","Maey Channel LOW 2017"
"Ulva lactuca","8","7","Maey Channel LOW 2017"
"BARE ROCK / SUBSTRATE (%)","9","15","Maey Channel LOW 2017"
"CORALLINE (%)","9","3","Maey Channel LOW 2017"
"Acrosiphonia arcta","9","1","Maey Channel LOW 2017"
